gender,faculty,age,has_scholarship,hours_studied_weekly,attendance_rate,previous_mark,exam_score
Female,Mathematics,18,True,10.8,68.6,6.28,7.69
Female,Nuclear Sciences,22,False,15.8,74.1,7.98,9.44
Female,Electrical Engineering,22,False,7.0,70.2,7.29,7.56
Female,Psychology,23,True,5.0,,,7.13
Male,Electrical Engineering,22,False,11.3,47.4,7.93,8.19
Female,Mathematics,19,True,1.0,74.3,7.2,6.98
Male,Nuclear Sciences,23,False,8.6,71.7,6.3,7.13
Male,Psychology,18,False,11.2,63.8,,10.0
Female,Electrical Engineering,20,False,8.7,53.8,6.96,7.25
Male,Electrical Engineering,24,False,2.3,76.3,5.06,5.41
Male,Mathematics,24,True,18.0,67.3,6.57,8.94
Female,Electrical Engineering,19,False,10.5,75.6,6.11,7.36
Male,Computer Science,19,True,17.2,88.6,8.41,10.0
Female,Mathematics,23,False,8.7,48.6,7.85,7.77
Male,Mathematics,18,True,,63.0,7.94,7.96
Male,Nuclear Sciences,21,False,11.3,67.9,7.09,8.02
Male,Electrical Engineering,19,False,8.9,84.5,7.19,8.06
Male,Electrical Engineering,21,False,4.1,53.6,7.09,6.65
Female,Electrical Engineering,21,False,17.3,89.4,7.41,9.57
Male,Psychology,22,False,6.9,71.4,8.42,8.36
Female,Nuclear Sciences,18,True,0.8,69.0,7.87,7.31
Male,Mathematics,24,True,16.6,68.0,8.05,9.78
Female,Mathematics,24,False,7.5,65.6,8.05,8.07
Female,Computer Science,21,True,7.0,80.5,8.47,8.89
Female,Electrical Engineering,24,True,1.2,59.3,7.82,7.14
Male,Electrical Engineering,18,False,18.7,,7.89,9.8
Male,Mathematics,22,False,3.6,66.2,8.81,8.03
Male,Computer Science,18,False,10.3,62.4,6.77,7.53
Female,Electrical Engineering,19,False,14.6,95.9,6.56,8.7
Male,Computer Science,21,False,12.1,74.2,6.2,7.64
Male,Electrical Engineering,18,True,9.7,76.1,,8.67
Female,Nuclear Sciences,24,False,1.5,81.4,5.46,5.68
Male,Mathematics,20,False,6.0,55.8,8.01,7.62
Female,Computer Science,18,False,10.9,87.5,7.38,8.55
Male,Electrical Engineering,21,True,6.1,44.9,8.75,8.24
Male,Electrical Engineering,22,False,11.0,62.3,6.76,7.63
Female,Psychology,24,True,13.4,65.4,7.28,8.71
Male,Nuclear Sciences,22,True,,75.8,8.73,10.0
Female,Computer Science,21,True,3.9,72.2,9.02,8.64
Male,Psychology,24,False,21.0,68.3,6.75,9.24
Male,Electrical Engineering,19,False,13.8,69.9,7.7,8.86
Female,Electrical Engineering,24,False,10.0,60.2,7.82,8.18
Female,Computer Science,19,False,15.4,55.0,7.91,8.95
Female,Electrical Engineering,22,False,21.8,77.3,7.21,9.86
Male,Psychology,22,True,2.8,76.9,8.91,8.5
Female,Mathematics,21,True,8.9,85.8,5.42,7.14
Male,Computer Science,19,False,-1.9,62.1,7.04,5.88
Male,Electrical Engineering,22,False,11.0,76.9,7.99,8.78
Female,Computer Science,19,False,11.8,67.2,8.0,8.71
Male,Mathematics,22,True,9.8,81.9,8.99,9.7
Female,Mathematics,24,True,6.7,80.2,8.82,9.08
Male,Electrical Engineering,18,True,-0.2,72.1,7.19,6.74
Male,Psychology,20,False,11.9,66.6,8.93,9.37
Female,Electrical Engineering,24,False,17.3,,,8.88
Female,Mathematics,23,False,7.0,76.5,8.52,8.54
Female,Psychology,18,False,12.2,63.2,9.49,9.74
Female,Psychology,23,False,2.2,56.7,8.84,7.65
Female,Electrical Engineering,22,False,12.3,67.1,7.62,8.52
Female,Nuclear Sciences,20,True,8.0,85.2,7.14,8.2
Female,Computer Science,20,False,6.2,81.5,5.82,6.63
Male,Psychology,22,False,6.2,58.9,7.84,7.6
Male,Computer Science,22,True,8.0,58.3,6.27,7.05
Male,Psychology,19,False,11.9,82.7,6.63,8.08
Female,Mathematics,22,False,3.4,58.6,6.19,6.02
Female,Mathematics,21,False,8.0,75.1,6.99,7.6
Male,Mathematics,22,False,9.8,63.8,7.47,7.97
Female,Psychology,21,False,4.5,86.2,7.8,7.86
Female,Mathematics,22,False,19.0,62.3,6.84,8.88
Male,Electrical Engineering,19,True,5.7,81.4,8.68,8.86
Female,Mathematics,21,True,6.7,71.8,7.27,7.83
Female,Computer Science,18,True,5.1,72.5,6.63,7.16
Male,Electrical Engineering,21,True,19.0,50.3,7.75,9.58
Female,Mathematics,24,False,12.8,48.0,9.66,9.64
Male,Mathematics,19,False,5.3,67.8,7.87,7.66
Female,Psychology,23,True,15.5,72.5,7.1,9.04
Female,Mathematics,21,False,11.0,58.7,5.82,6.9
Female,Computer Science,24,True,11.3,59.1,7.26,8.26
Male,Mathematics,24,False,8.3,75.6,7.76,8.19
Female,Nuclear Sciences,24,True,6.3,75.6,7.07,7.71
Female,Psychology,22,False,11.7,68.6,5.67,7.1
Male,Psychology,24,True,7.3,77.8,6.56,7.54
Female,Psychology,22,False,19.1,58.3,9.1,10.0
Male,Computer Science,23,False,3.7,66.4,9.08,8.24
Female,Mathematics,19,False,17.7,86.5,6.52,8.95
Male,Electrical Engineering,20,True,9.4,70.7,8.24,8.89
Male,Computer Science,22,True,11.5,,6.2,7.79
Male,Mathematics,24,True,14.2,,9.04,10.0
Female,Mathematics,24,False,6.8,56.0,7.77,7.58
Male,Mathematics,18,True,14.3,78.0,8.54,9.98
Female,Nuclear Sciences,24,False,-3.5,86.6,,5.13
Male,Computer Science,19,False,6.4,66.8,8.25,8.07
Male,Psychology,21,False,5.4,78.6,7.49,7.62
Female,Computer Science,21,False,3.7,60.2,8.44,7.67
Female,Nuclear Sciences,24,True,8.9,63.1,8.51,8.85
Male,Computer Science,18,True,11.9,73.8,7.57,8.86
Female,Mathematics,22,False,13.5,78.0,6.84,8.37
Female,Electrical Engineering,19,False,11.2,81.2,8.36,9.16
Female,Electrical Engineering,18,True,,85.7,,8.22
Male,Mathematics,22,True,11.8,69.3,6.54,8.03
Male,Mathematics,19,False,10.6,81.9,6.49,7.77
Female,Mathematics,24,True,,66.6,5.88,7.95
Male,Mathematics,21,False,13.9,79.0,6.94,8.52
Female,Computer Science,19,False,10.2,72.1,8.71,9.07
Female,Mathematics,24,True,5.5,74.5,7.7,8.01
Female,Mathematics,23,True,6.7,74.2,6.92,7.63
Female,Mathematics,20,True,7.3,54.0,8.39,8.35
Female,Psychology,19,False,8.4,58.8,6.58,7.04
Male,Nuclear Sciences,20,False,11.3,71.0,7.6,8.43
Female,Psychology,19,False,13.6,53.1,7.3,8.21
Male,Computer Science,20,False,9.7,78.3,8.36,8.87
Male,Computer Science,23,False,10.1,78.7,5.77,7.13
Female,Nuclear Sciences,21,True,10.7,73.3,6.56,7.96
Female,Mathematics,22,True,7.4,58.8,5.7,6.58
Female,Computer Science,20,False,5.4,83.8,7.21,7.53
Female,Psychology,23,True,1.2,90.4,8.83,8.47
Male,Psychology,20,True,6.5,71.5,6.94,7.56
Male,Psychology,21,False,12.4,75.1,6.94,8.22
Female,Mathematics,20,False,6.5,72.0,8.46,8.34
Male,Computer Science,23,False,8.8,75.3,,8.9
Male,Nuclear Sciences,24,False,12.3,68.8,7.4,8.4
Male,Mathematics,23,True,12.6,69.7,8.25,9.36
Male,Psychology,18,False,4.6,79.1,6.32,6.7
Male,Electrical Engineering,21,True,15.0,93.5,,10.0
Male,Psychology,24,False,15.6,56.0,9.86,10.0
Male,Mathematics,18,False,4.4,69.0,8.07,7.69
Male,Mathematics,21,True,5.9,58.2,5.21,6.0
Female,Psychology,24,False,16.0,85.9,6.89,8.94
Male,Electrical Engineering,20,True,9.3,64.1,8.17,8.7
Male,Nuclear Sciences,24,False,-1.1,55.6,7.04,5.88
Female,Computer Science,23,False,3.0,76.4,8.9,8.21
Male,Computer Science,18,False,8.8,87.4,8.15,8.77
Female,Nuclear Sciences,20,False,4.2,76.6,6.72,6.87
Female,Electrical Engineering,23,True,7.9,72.0,7.54,8.2
Male,Electrical Engineering,21,False,10.2,74.1,6.52,7.58
Male,Computer Science,24,False,17.3,84.1,7.3,9.39
Female,Psychology,23,True,8.5,61.3,6.89,7.62
Female,Electrical Engineering,20,False,15.4,68.9,8.79,9.84
Male,Psychology,18,False,17.1,65.5,9.83,10.0
Female,Mathematics,18,True,17.2,58.3,5.93,8.2
Male,Computer Science,24,False,11.4,66.7,5.38,6.81
Female,Psychology,23,True,0.2,81.1,7.23,7.01
Male,Mathematics,20,False,12.3,75.7,5.83,7.44
Female,Mathematics,19,True,15.2,76.4,7.55,9.39
Female,Nuclear Sciences,21,False,9.6,71.5,8.32,8.69
Female,Mathematics,21,False,18.7,75.2,9.14,10.0
Female,Electrical Engineering,20,False,14.3,62.0,7.72,8.79
Male,Computer Science,19,False,12.8,66.9,7.29,8.36
Male,Psychology,18,False,15.4,71.9,5.32,7.47
Male,Nuclear Sciences,24,False,11.7,72.8,7.53,8.48
Male,Computer Science,22,True,-2.5,73.2,7.58,6.7
Female,Computer Science,22,False,7.5,68.6,8.2,8.24
Male,Mathematics,24,False,16.0,66.2,6.72,8.43
Male,Computer Science,20,False,6.0,101.6,7.02,7.85
Female,Electrical Engineering,19,False,8.9,,5.87,7.03
Female,Nuclear Sciences,19,False,4.8,,4.98,5.69
Female,Mathematics,21,False,18.9,67.7,6.28,8.59
Female,Mathematics,18,False,18.4,65.5,,8.11
Male,Mathematics,23,True,5.6,68.7,7.87,8.02
Male,Electrical Engineering,19,False,10.7,72.9,6.93,7.91
Female,Computer Science,24,False,6.6,51.2,6.91,6.85
Female,Psychology,23,False,13.1,54.3,6.42,7.54
Male,Psychology,22,False,12.5,63.6,3.94,5.9
Female,Psychology,23,True,14.1,72.1,9.16,10.0
Male,Computer Science,18,False,11.7,67.6,,7.59
Male,Electrical Engineering,24,False,24.7,84.8,7.05,10.0
Female,Computer Science,18,True,4.9,55.2,5.9,6.27
Female,Computer Science,23,False,1.4,62.5,8.57,7.46
Female,Electrical Engineering,20,True,8.0,85.2,7.66,8.57
Male,Electrical Engineering,19,False,2.2,71.3,6.59,6.37
Female,Computer Science,24,True,2.5,78.8,7.07,7.2
Male,Computer Science,20,False,5.0,90.5,9.35,9.1
Male,Computer Science,23,False,5.4,63.1,7.42,7.27
Female,Mathematics,19,False,5.2,69.0,7.3,7.27
Female,Computer Science,21,False,12.6,,6.46,7.76
Female,Computer Science,20,False,7.5,50.5,5.42,5.93
Female,Mathematics,20,True,9.1,66.9,7.32,8.13
Female,Electrical Engineering,23,True,14.5,78.8,7.86,9.55
Female,Psychology,22,False,6.2,75.4,8.71,8.54
Male,Psychology,23,True,8.7,76.2,5.03,6.65
Male,Computer Science,20,False,11.8,66.2,6.26,7.48
Male,Nuclear Sciences,19,False,0.3,63.4,6.86,6.11
Male,Electrical Engineering,22,False,-1.9,82.7,7.5,6.62
Female,Electrical Engineering,23,False,11.7,65.0,7.34,8.19
Male,Electrical Engineering,24,True,,72.9,7.37,8.79
Male,Nuclear Sciences,23,False,20.3,,7.95,10.0
Male,Psychology,20,False,10.8,,6.51,7.87
Female,Computer Science,20,False,14.1,79.7,8.53,9.68
Male,Psychology,21,False,9.0,57.0,7.98,8.08
Female,Electrical Engineering,23,True,11.5,58.1,7.15,8.19
Male,Electrical Engineering,20,False,18.3,75.8,9.26,10.0
Male,Psychology,24,False,-0.6,69.4,9.21,7.74
Female,Computer Science,18,False,12.1,65.4,8.53,9.09
Female,Mathematics,22,True,20.7,80.2,4.18,7.94
Male,Nuclear Sciences,18,False,11.4,71.9,9.24,9.62
Female,Psychology,22,False,18.3,,8.37,10.0
Female,Psychology,24,True,6.9,77.8,9.71,9.69
Male,Mathematics,23,False,9.8,66.2,8.86,9.0
Female,Mathematics,21,False,10.2,85.7,9.24,9.71
Female,Electrical Engineering,20,False,-1.1,62.1,8.47,7.01
Female,Psychology,20,False,4.2,76.6,8.98,8.45
Female,Electrical Engineering,20,True,4.5,84.3,9.69,9.44
Female,Mathematics,23,False,14.1,56.2,7.74,8.66
Female,Psychology,22,False,14.4,66.6,5.77,7.53
Female,Computer Science,24,False,11.6,81.4,7.16,8.38
Female,Electrical Engineering,20,False,14.1,81.6,7.93,9.3
Female,Mathematics,18,False,9.2,68.3,7.58,8.05
Female,Mathematics,20,True,16.0,62.7,6.13,8.24
Female,Psychology,23,False,10.0,,5.71,7.09
Male,Nuclear Sciences,24,False,10.3,81.8,6.68,7.86
Female,Computer Science,21,False,,58.4,8.39,8.35
Female,Electrical Engineering,24,False,13.4,58.0,9.24,9.64
Male,Mathematics,18,False,7.9,72.3,8.51,8.59
Female,Mathematics,20,False,14.9,76.3,8.66,9.82
Male,Computer Science,20,True,4.3,67.0,7.41,7.47
Male,Mathematics,19,False,4.5,76.8,5.58,6.12
Female,Psychology,22,False,13.4,62.9,7.0,8.17
Male,Computer Science,18,False,9.6,48.9,7.22,7.47
Female,Mathematics,19,False,7.7,65.8,6.95,7.34
Female,Nuclear Sciences,24,False,14.5,70.6,7.56,8.88
Male,Computer Science,21,False,7.0,67.2,7.99,7.99
Male,Electrical Engineering,22,False,9.0,58.4,8.44,8.43
Male,Mathematics,18,False,17.0,51.8,7.19,8.62
Female,Psychology,20,False,,,5.41,7.74
Female,Mathematics,24,False,,79.0,6.97,9.14
Female,Computer Science,18,False,8.6,,7.55,8.23
Male,Computer Science,20,False,16.2,81.9,8.85,10.0
Female,Computer Science,22,False,5.3,61.8,6.88,6.85
Female,Computer Science,20,False,5.5,58.5,8.06,7.64
Female,Psychology,21,False,-1.8,75.0,7.82,6.7
Male,Electrical Engineering,24,True,18.4,76.4,7.55,9.87
Female,Electrical Engineering,23,True,5.7,74.0,8.52,8.6
Female,Psychology,20,False,9.4,49.9,6.77,7.15
Female,Computer Science,21,False,5.4,61.3,6.87,6.84
Male,Mathematics,23,False,13.5,69.7,7.49,8.66
Female,Mathematics,24,False,,74.9,6.8,7.47
Female,Computer Science,22,True,3.5,77.7,8.06,8.02
Male,Psychology,22,False,12.2,71.4,6.72,7.96
Female,Psychology,24,False,2.8,73.3,7.75,7.31
Female,Mathematics,24,False,5.8,70.8,7.39,7.46
Male,Mathematics,18,False,-0.5,76.9,7.74,6.88
Male,Electrical Engineering,21,True,2.9,73.1,6.99,7.09
Female,Electrical Engineering,21,True,10.9,70.7,7.13,8.34
Male,Mathematics,24,False,0.2,67.3,7.61,6.7
Female,Nuclear Sciences,19,False,2.6,70.8,7.72,7.21
Male,Nuclear Sciences,19,False,10.0,74.8,7.5,8.25
Female,Mathematics,23,True,7.3,72.7,9.38,9.42
Male,Mathematics,23,True,20.0,73.8,6.41,9.26
Female,Psychology,19,False,19.2,83.4,7.43,9.75
Female,Nuclear Sciences,24,False,5.7,72.7,,6.35
Female,Electrical Engineering,24,False,12.8,63.5,7.91,8.73
Female,Computer Science,23,True,13.7,78.8,6.27,8.32
Male,Mathematics,20,False,7.0,56.3,7.19,7.21
Female,Psychology,24,True,2.5,59.2,7.09,6.82
Male,Psychology,19,True,,73.4,7.81,8.72
Male,Computer Science,21,False,9.1,75.2,6.89,7.69
Male,Electrical Engineering,24,True,7.8,57.5,6.85,7.41
Male,Psychology,24,True,12.2,66.2,9.08,9.81
Female,Electrical Engineering,20,False,6.2,63.9,7.81,7.67
Female,Electrical Engineering,23,False,4.2,65.1,,6.75
Male,Electrical Engineering,24,False,10.5,79.4,7.22,8.22
Male,Mathematics,22,False,11.9,77.1,9.31,9.84
Female,Psychology,18,True,4.1,69.8,7.24,7.38
Male,Computer Science,19,True,14.6,64.5,6.74,8.5
Male,Psychology,22,False,1.1,56.5,6.75,6.02
Male,Computer Science,23,False,7.1,84.2,6.9,7.58
Female,Psychology,21,False,8.7,75.9,6.85,7.62
Female,Computer Science,18,True,6.8,62.9,6.09,6.84
Male,Computer Science,22,False,7.2,77.2,6.26,7.01
Male,Computer Science,18,True,,69.3,6.59,9.21
Female,Computer Science,19,False,5.7,67.1,8.15,7.9
Female,Electrical Engineering,23,False,22.2,74.4,7.08,9.77
Male,Electrical Engineering,24,False,12.2,62.6,7.27,8.17
Female,Psychology,21,False,10.5,66.6,8.9,9.14
Male,Computer Science,23,False,12.4,71.2,,9.53
Male,Computer Science,18,False,22.6,65.0,7.19,9.72
Female,Computer Science,22,False,5.0,76.7,6.81,7.05
Male,Computer Science,19,True,4.4,88.7,6.55,7.32
Female,Electrical Engineering,19,False,6.2,62.5,8.26,7.96
Male,Computer Science,23,True,10.2,53.3,7.27,7.98
Male,Mathematics,24,False,1.4,,7.07,6.16
Female,Computer Science,22,False,10.1,68.5,6.6,7.5
Male,Computer Science,24,False,18.5,63.4,6.65,8.7
Female,Psychology,24,False,10.8,,7.85,8.56
Male,Psychology,22,True,8.5,71.3,6.05,7.24
Male,Computer Science,18,False,6.9,54.0,8.59,8.13
Male,Computer Science,23,False,14.5,51.9,6.91,8.05
Female,Mathematics,23,False,5.9,73.0,7.34,7.48
Male,Computer Science,20,False,19.2,71.4,6.03,8.53
Female,Computer Science,23,False,19.7,65.7,7.49,9.51
Male,Nuclear Sciences,19,False,,53.4,7.14,7.76
Female,Psychology,18,True,,74.7,,8.49
Male,Psychology,22,True,15.2,82.7,9.12,10.0
Female,Mathematics,23,False,15.5,72.8,7.7,9.17
Female,Mathematics,18,False,,61.5,6.63,6.77
Female,Psychology,23,False,7.4,70.4,6.72,7.22
Female,Psychology,22,False,3.4,56.3,8.15,7.34
Female,Electrical Engineering,21,False,12.0,80.6,8.93,9.66
Female,Computer Science,22,False,13.3,70.8,7.81,8.88
Male,Psychology,22,True,3.3,52.3,8.26,7.62
Male,Mathematics,22,True,7.7,67.0,8.17,8.51
Female,Electrical Engineering,23,False,3.3,74.6,9.06,8.33
Female,Psychology,20,False,5.5,66.7,5.36,5.91
Female,Psychology,22,False,12.8,67.2,8.23,9.02
Male,Computer Science,19,False,6.3,57.8,8.58,8.11
Male,Psychology,19,True,8.5,75.7,6.03,7.31
Male,Computer Science,18,False,1.9,63.5,6.53,6.13
Female,Mathematics,20,True,10.9,48.4,6.56,7.49
Male,Computer Science,18,False,9.8,66.3,6.7,7.49
Male,Psychology,19,False,6.4,79.8,6.97,7.44
Male,Computer Science,24,False,9.1,,7.77,8.13
Male,Mathematics,19,False,10.9,87.4,8.45,9.3
Female,Electrical Engineering,21,True,5.9,,8.69,8.75
Male,Computer Science,22,False,2.6,73.4,6.58,6.46
Female,Psychology,24,False,19.0,68.7,6.57,8.82
Male,Mathematics,19,False,6.8,,8.95,8.67
Male,Computer Science,23,False,9.5,67.4,8.21,8.52
Male,Electrical Engineering,23,False,15.1,67.0,7.59,8.92
Male,Computer Science,18,False,27.6,75.3,8.02,10.0
Male,Mathematics,24,True,3.8,60.6,,7.31
Male,Psychology,18,False,12.2,59.2,8.08,8.67
Female,Psychology,22,True,6.5,58.8,7.13,7.44
Male,Psychology,22,False,7.3,90.5,7.8,8.36
Female,Mathematics,21,False,6.4,75.3,5.84,6.55
Female,Computer Science,20,False,4.4,73.0,6.74,6.84
Female,Electrical Engineering,18,False,9.8,59.4,6.76,7.39
Male,Psychology,22,False,2.6,76.2,7.09,6.88
Male,Electrical Engineering,18,True,,68.8,6.48,8.42
Male,Electrical Engineering,22,False,10.3,72.1,6.91,7.82
Male,Electrical Engineering,19,False,12.1,60.2,5.83,7.1
Female,Mathematics,18,False,,71.6,8.1,8.26
Male,Mathematics,19,True,8.2,65.8,7.41,8.03
Male,Electrical Engineering,18,False,11.4,62.3,5.62,6.89
Female,Mathematics,20,False,4.2,77.3,6.58,6.78
Female,Computer Science,21,False,8.2,54.6,7.87,7.83
Female,Electrical Engineering,23,False,5.7,75.6,6.9,7.2
Male,Electrical Engineering,23,False,5.5,76.8,6.73,7.07
Male,Mathematics,23,False,-0.5,61.2,7.42,6.34
Female,Computer Science,19,False,16.7,61.8,7.88,9.26
Male,Mathematics,24,True,6.6,67.8,5.92,6.79
Male,Electrical Engineering,22,True,15.8,72.8,8.11,9.8
Male,Nuclear Sciences,23,False,15.3,68.5,6.62,8.3
Male,Computer Science,20,True,3.6,74.3,7.48,7.56
Male,Computer Science,23,False,4.6,87.6,7.46,7.66
Male,Electrical Engineering,18,False,22.8,64.9,6.92,9.56
Female,Mathematics,19,True,18.8,52.8,6.37,8.64
Female,Psychology,24,False,9.8,78.3,7.19,8.07
Female,Nuclear Sciences,18,False,11.3,86.8,9.29,9.93
Male,Computer Science,24,False,6.8,73.9,6.0,6.7
Male,Psychology,18,False,12.2,59.1,9.36,9.56
Male,Computer Science,18,False,6.4,68.8,7.21,7.38
Female,Mathematics,21,False,-0.2,58.8,7.54,6.42
Female,Electrical Engineering,21,False,3.4,76.4,6.3,6.45
Male,Mathematics,22,False,10.1,56.5,6.65,7.3
Female,Nuclear Sciences,19,True,4.3,67.0,6.95,7.15
Male,Psychology,20,True,9.7,60.0,6.35,7.4
Female,Mathematics,20,False,4.6,71.3,7.27,7.2
Female,Computer Science,20,True,6.1,66.3,7.05,7.48
Female,Mathematics,18,True,14.3,71.8,9.54,10.0
Female,Mathematics,21,False,11.2,70.2,6.22,7.44
Female,Computer Science,19,True,10.0,60.1,7.61,8.33
Male,Mathematics,18,False,14.4,76.3,7.77,9.12
Female,Mathematics,24,False,12.4,69.5,6.32,7.67
Male,Electrical Engineering,21,False,17.2,60.1,8.26,9.56
Female,Psychology,21,False,7.7,92.4,7.06,7.94
Female,Electrical Engineering,23,True,7.9,74.8,4.76,6.31
Female,Computer Science,23,False,3.5,68.5,8.23,7.66
Male,Computer Science,19,False,7.9,84.2,6.27,7.26
Female,Psychology,24,False,14.8,88.4,6.35,8.43
Female,Mathematics,19,False,16.5,68.5,8.26,9.63
Female,Computer Science,19,False,14.8,73.5,7.12,8.67
Male,Electrical Engineering,18,False,1.0,60.1,8.51,7.31
Male,Electrical Engineering,22,True,15.4,68.5,8.83,10.0
Male,Psychology,19,False,0.8,68.0,6.79,6.23
Male,Computer Science,23,False,14.5,71.8,8.37,9.47
Female,Electrical Engineering,22,True,8.2,73.3,6.67,7.66
Male,Psychology,18,False,13.5,75.6,9.96,10.0
Female,Electrical Engineering,22,True,3.3,72.4,6.74,6.96
Male,Electrical Engineering,20,False,15.9,57.9,8.63,9.58
Male,Electrical Engineering,24,False,2.7,60.6,8.43,7.52
Female,Psychology,22,True,6.7,64.5,,8.09
Female,Computer Science,19,False,5.0,67.2,6.76,6.83
Male,Psychology,18,True,1.2,80.5,7.33,7.22
Female,Psychology,24,False,10.5,58.4,5.13,6.33
Female,Electrical Engineering,19,True,19.0,66.4,7.75,9.9
Male,Computer Science,24,False,23.3,79.5,7.88,10.0
Female,Computer Science,23,False,10.5,67.0,,8.27
Female,Electrical Engineering,20,False,15.6,,4.23,6.79
Female,Electrical Engineering,23,False,11.2,68.6,6.11,7.33
Male,Nuclear Sciences,19,False,,72.6,,8.0
Female,Electrical Engineering,19,False,8.3,67.7,7.82,8.07
Male,Psychology,19,False,11.0,76.7,7.82,8.66
Male,Psychology,21,False,12.7,54.5,7.31,8.11
Male,Electrical Engineering,20,False,7.1,66.4,8.2,8.13
Male,Psychology,24,True,9.6,73.0,6.37,7.66
Female,Psychology,19,False,9.7,75.3,8.17,8.68
Female,Computer Science,19,True,14.1,84.9,,9.73
Female,Mathematics,24,False,4.7,,7.92,7.57
Male,Electrical Engineering,23,False,9.7,84.8,7.3,8.26
Male,Mathematics,23,False,19.6,63.4,9.51,10.0
Male,Computer Science,19,True,15.8,83.3,,9.96
Female,Mathematics,18,True,16.7,78.2,6.43,8.87
Male,Computer Science,21,False,10.1,60.9,7.77,8.17
Female,Computer Science,23,False,11.6,73.1,8.33,9.03
Female,Mathematics,18,False,15.0,69.5,6.85,8.43
Male,Nuclear Sciences,21,False,17.8,76.3,8.7,10.0
Female,Psychology,19,False,0.2,67.8,7.92,6.93
Male,Computer Science,20,False,3.4,66.9,4.92,5.29
Female,Computer Science,22,True,,83.7,7.83,9.93
Female,Psychology,22,False,8.6,69.0,,7.6
Male,Mathematics,19,True,6.6,78.3,8.09,8.52
Male,Electrical Engineering,23,False,3.7,67.7,8.54,7.89
Female,Psychology,18,True,7.2,86.7,7.71,8.51
Female,Electrical Engineering,20,False,3.0,63.2,9.33,8.24
Male,Mathematics,24,True,20.5,63.9,,9.76
Female,Psychology,21,True,9.9,85.2,8.19,9.22
Female,Mathematics,19,False,9.7,65.6,8.39,8.64
Female,Nuclear Sciences,20,True,12.9,86.0,7.39,9.13
Male,Psychology,20,True,14.8,78.9,8.36,9.95
Female,Mathematics,23,False,14.7,68.5,6.85,8.37
Female,Mathematics,21,True,15.4,51.9,7.04,8.58
Male,Computer Science,20,True,6.8,69.8,6.06,6.96
Male,Psychology,23,False,8.5,71.0,7.77,8.13
Female,Computer Science,18,False,13.8,81.7,7.86,9.21
Male,Psychology,23,False,7.4,85.9,8.8,8.99
Female,Mathematics,18,False,10.0,63.2,8.37,8.62
Male,Psychology,18,False,12.0,78.0,7.19,8.39
Male,Electrical Engineering,24,True,13.9,,,8.28
Female,Electrical Engineering,24,False,1.1,80.7,7.98,7.36
Male,Electrical Engineering,20,False,13.6,75.0,8.72,9.64
Female,Computer Science,23,False,8.8,50.6,8.33,8.16
Male,Computer Science,24,False,13.5,68.4,8.69,9.48
Female,Psychology,18,True,13.9,58.4,7.27,8.64
Male,Mathematics,24,False,18.0,68.0,6.99,8.95
Male,Mathematics,21,False,16.8,79.8,6.69,8.8
Female,Computer Science,20,False,16.7,73.1,7.44,9.18
Male,Mathematics,23,True,17.2,81.5,7.41,9.7
Female,Computer Science,23,True,11.5,73.4,7.73,8.9
Male,Electrical Engineering,22,True,10.2,57.0,7.36,8.12
Female,Computer Science,23,False,14.4,44.8,7.35,8.2
Male,Psychology,20,True,13.7,71.5,6.65,8.44
Female,Computer Science,21,True,8.5,67.9,8.54,8.91
Male,Psychology,23,False,12.0,,7.58,8.31
Male,Mathematics,22,True,9.8,53.0,7.31,7.95
Male,Electrical Engineering,20,False,5.7,62.7,6.68,6.78
Male,Electrical Engineering,18,False,16.5,68.1,6.03,8.06
Female,Mathematics,19,False,10.3,76.7,8.94,9.34
Male,Nuclear Sciences,19,False,20.2,71.9,,10.0
Female,Nuclear Sciences,18,False,1.9,86.1,5.71,6.0
Male,Electrical Engineering,24,False,7.2,59.6,8.34,8.11
Male,Electrical Engineering,23,True,10.2,78.8,8.51,9.36
Female,Computer Science,19,True,15.7,,7.64,9.41
Female,Psychology,24,True,12.0,76.9,,10.0
Male,Computer Science,19,False,,65.6,7.74,8.47
Male,Computer Science,18,False,4.4,,5.94,6.43
Male,Nuclear Sciences,23,False,4.2,73.0,7.9,7.62
Female,Mathematics,23,False,11.6,63.2,7.77,8.44
Female,Electrical Engineering,24,True,3.2,69.9,,6.97
Male,Electrical Engineering,18,False,7.3,67.6,8.13,8.14
Female,Electrical Engineering,24,False,12.5,74.9,,7.34
Female,Nuclear Sciences,23,True,5.1,,8.59,8.24
Female,Computer Science,23,False,18.0,69.7,6.53,8.66
Female,Computer Science,20,True,16.1,,6.42,8.69
Male,Mathematics,24,False,2.1,70.3,7.37,6.88
Male,Computer Science,20,False,5.3,83.5,7.98,8.05
Male,Computer Science,18,True,-1.4,77.7,7.68,7.02
Male,Mathematics,21,False,6.1,69.9,6.68,6.99
Female,Electrical Engineering,19,False,13.8,,,8.37
Female,Psychology,20,False,7.9,73.0,6.25,7.02
Male,Mathematics,19,False,12.3,74.0,7.25,8.4
Male,Psychology,22,True,2.4,51.7,,7.77
Male,Computer Science,18,False,14.0,67.0,7.5,8.69
Female,Computer Science,21,False,7.2,55.2,8.45,8.1
Male,Electrical Engineering,22,False,10.1,82.8,9.1,9.54
Male,Psychology,22,True,9.5,69.4,6.85,7.91
Male,Electrical Engineering,23,False,,68.1,7.29,7.0
Male,Computer Science,22,False,4.2,79.0,9.89,9.13
